	Id	ID Number	Class	Tract	Name	Owner	BridgeType	Width	NumSpans	Length	MaxSpanLength	SkewAngle	SeatLength	SeatWidth	YearBuilt	YearRemodeled	PierType	FoundationType	ScourIndex	Traffic	TrafficIndex	Condition	Replacement Cost (thous. $)	Latitude	Longitude	Comment	Shape	SoilType	LqfSusCat	LndSusCat	WaterDepth
	CA011600	CA011600	HWB10	06085512603	U.S. HWY 101 (SB)	State Highway Agency	20500012	22.400	3	86	36.000	48.000			1973		R069900000		N	30900	 	777	$3,682.51	36.991670	-121.558330			D	0	0	5.000
	CA011601	CA011601	HWB10	06085512603	U.S. HWY 101 (NB)	State Highway Agency	20500012	16.200	3	86	36.000	48.000			1973		R075700000		N	30900	 	777	$2,663.24	36.991670	-121.558330			D	0	0	5.000
	CA011602	CA011602	HWB3	06085512603	U.S. HWY 101 (SB)	State Highway Agency	50500012	16.200	1	44	43.000	8.000			1973		H053100000		N	30900	 	787	$1,362.59	36.991670	-121.558330			D	0	0	5.000
	CA011604	CA011604	HWB3	06085512603	U.S. HWY 101 (NB)	State Highway Agency	50500012	16.200	1	44	43.000	8.000			1973		H053100000		N	30900	 	687	$1,362.59	36.991670	-121.558330			D	0	0	5.000
	CA011608	CA011608	HWB23	06085500800	STATE ROUTE 87	State Highway Agency	60500012	34.100	14	310	47.000	99.000			1978		H053600000		N	63400	 	687	$20,207.52	37.331670	-121.896670			D	0	0	5.000
	CA011609	CA011609	HWB11	06085500800	STATE ROUTE 87	State Highway Agency	20500012	42.300	2	57	29.000	3.000			1978		H060500000		N	63400	 	687	$4,609.06	37.330000	-121.895000			D	0	0	5.000
	CA011611	CA011611	HWB23	06085500200	STATE ROUTE 87	State Highway Agency	60500012	55.700	12	396	40.000	4.000			1988		R057200000		N	63400	 	687	$42,164.54	37.341670	-121.895000			D	0	0	5.000
	CA011612	CA011612	HWB4	06085500800	STATE ROUTE 87	State Highway Agency	50500012	38.100	1	43	43.000	0.000			1988		H053100000		N	63400	 	787	$3,131.77	37.336670	-121.895000			D	0	0	5.000
	CA011614	CA011614	HWB4	06085500800	RAMP/CONNECTOR 87	State Highway Agency	50500012	23.700	1	46	46.000	0.000			1988		H061200000		N	14500	 	788	$2,084.03	37.336670	-121.895000			D	0	0	5.000
	CA011616	CA011616	HWB22	06085501700	VIRGINIA STREET	State Highway Agency	60500019	16.500	2	87	43.000	15.000			1972		H047000000		N	0	 	487	$2,744.10	37.320000	-121.888330			D	0	0	5.000
	CA011619	CA011619	HWB23	06085501000	STATE ROUTE 87	State Highway Agency	60500012	45.800	2	67	36.000	13.000			1988		H054400000		N	63400	 	787	$5,865.94	37.340000	-121.893330			D	0	0	5.000
	CA011622	CA011622	HWB3	06085501800	S280-S87 CONNECTOR	State Highway Agency	50500011	8.800	1	28	27.000	4.000			1972		N000000000		N	13800	 	787	$471.02	37.323330	-121.893330			D	0	0	5.000
	CA011623	CA011623	HWB22	06085512401	CHURCH AVENUE	State Highway Agency	60500007	15.800	2	70	35.000	1.000			1972		H051800000		N	1400	 	787	$2,114.23	37.071670	-121.588330			D	0	0	5.000
	CA011625	CA011625	HWB22	06085512603	ROUTE152 (10TH ST)	State Highway Agency	60500014	23.200	2	88	49.000	6.000			1972		H054600000		N	31400	 	487	$3,902.72	37.003330	-121.556670			D	0	0	5.000
	CA011627	CA011627	HWB22	06085512602	6TH STREET	State Highway Agency	60500016	15.800	2	88	49.000	0.000			1972		H052800000		N	2000	 	787	$2,657.89	37.010000	-121.556670			D	0	0	5.000
	CA011629	CA011629	HWB10	06085512602	U.S. HWY 101 (SB)	State Highway Agency	20500012	16.200	3	61	25.000	99.000			1973		N000000000		5	30900	 	777	$1,889.04	37.010000	-121.556670			D	0	0	5.000
	CA011630	CA011630	HWB10	06085512602	U.S. HWY 101 (NB)	State Highway Agency	20500012	16.200	3	54	21.000	99.000			1973		N000000000		5	30900	 	777	$1,672.27	37.010000	-121.556670			D	0	0	5.000
	CA011631	CA011631	HWB3	06085512506	U.S. HWY 101 (SB)	State Highway Agency	50500012	16.200	1	49	49.000	2.000			1973		H049000000		N	30900	 	687	$1,517.43	37.023330	-121.581670			D	0	0	5.000
	CA011633	CA011633	HWB3	06085512506	U.S. HWY 101 (NB)	State Highway Agency	50500012	21.000	1	49	49.000	2.000			1973		H046200000		N	30900	 	687	$1,967.04	37.023330	-121.581670			D	0	0	5.000
	CA011635	CA011635	HWB22	06085512602	BUENA VISTA AVENUE	State Highway Agency	60500007	14.300	2	71	35.000	1.000			1972		H052600000		N	1000	 	787	$1,940.85	37.043330	-121.576670			D	0	0	5.000
	CA011637	CA011637	HWB22	06085512401	MASTEN AVENUE	State Highway Agency	60500007	14.300	2	71	35.000	5.000			1972		H052600000		N	2200	 	787	$1,940.85	37.060000	-121.583330			D	0	0	5.000
	CA011639	CA011639	HWB10	06085512401	U.S. HWY 101 (SB)	State Highway Agency	20400002	16.200	2	34	17.000	0.000			1973		N000000000		8	37400	 	577	$1,052.91	37.065000	-121.585000			D	0	0	5.000
	CA011640	CA011640	HWB10	06085512401	U.S. HWY 101 (NB)	State Highway Agency	20400002	16.200	2	34	17.000	0.000			1972		N000000000		8	37400	 	577	$1,052.91	37.065000	-121.585000			D	0	0	5.000
	CA011641	CA011641	HWB22	06085512402	SAN MARTIN AVENUE	State Highway Agency	60500007	14.300	2	71	36.000	0.000			1972		H052600000		N	6000	 	787	$1,940.85	37.088330	-121.598330			D	0	0	5.000
	CA011643	CA011643	HWB22	06085512309	TENNANT AVENUE	State Highway Agency	60500007	14.300	2	75	37.000	0.000			1972		H052100000		N	12500	 	787	$2,050.19	37.120000	-121.625000			D	0	0	5.000
	CA011645	CA011645	HWB22	06085512309	EAST DUNNE AVENUE	State Highway Agency	60500014	14.300	2	75	38.000	0.000			1972		H052800000		N	16000	 	687	$2,050.19	37.131670	-121.633330			D	0	0	5.000
	CA011647	CA011647	HWB22	06085512308	EAST MAIN AVENUE	State Highway Agency	60500014	14.300	2	71	36.000	7.000			1972		H050800000		N	6000	 	787	$1,940.85	37.141670	-121.640000			D	0	0	5.000
	CA011650	CA011650	HWB22	06085505305	LAWRENCE EXPWY	County Highway Agency	60210112	35.400	2	69	28.000	0.000			1970		H049500000		N	6350	 	377	$4,669.27	37.353330	-121.995000			D	0	0	5.000
	CA011652	CA011652	HWB23	06085513500	METCALF ROAD	State Highway Agency	60500007	14.600	2	72	37.000	2.000			1982		H054100000		N	480	 	767	$2,009.47	37.230000	-121.746670			D	0	0	5.000
	CA011654	CA011654	HWB22	06085512308	COCHRANE ROAD	State Highway Agency	60500014	29.900	2	81	41.000	2.000			1972		H052600000		N	12000	 	787	$4,629.70	37.153330	-121.651670			D	0	0	5.000
	CA011656	CA011656	HWB23	06085512308	BURNETT AVENUE	State Highway Agency	60500007	14.600	2	69	34.000	2.000			1982		H054100000		N	400	 	787	$1,925.75	37.163330	-121.661670			D	0	0	5.000
	CA011660	CA011660	HWB23	06085513500	STATE ROUTE 101	State Highway Agency	60500012	12.700	2	52	26.000	99.000			1980		H055400000		N	43650	 	687	$1,262.42	37.195000	-121.695000			D	0	0	5.000
	CA011662	CA011662	HWB23	06085513500	STATE ROUTE 101	State Highway Agency	60500012	12.700	2	60	30.000	99.000			1980		H076200000		N	43650	 	687	$1,456.64	37.195000	-121.695000			D	0	0	5.000
	CA011666	CA011666	HWB10	06085503334	BLOSSOM HILL ROAD	City Highway Agency	20500014	31.200	12	108	45.000	10.000			1974		H068800000		N	0	 	777	$6,441.33	37.288330	-121.801670			D	0	0	5.000
	CA011667	CA011667	HWB23	06085512001	RAMP/CONNECTOR 101	State Highway Agency	60500012	13.900	4	236	67.000	62.000			1994		N000000000		8	7050	 	787	$6,270.81	37.238330	-121.758330			D	0	0	5.000
	CA011668	CA011668	HWB23	06085512032	STATE ROUTE 101	State Highway Agency	60500012	21.200	3	144	54.000	50.000			1980		N000000000		6	43650	 	587	$5,835.73	37.240000	-121.776670			D	0	0	5.000
	CA011669	CA011669	HWB23	06085512032	STATE ROUTE 101	State Highway Agency	60500012	12.700	3	144	54.000	49.000			1980		N000000000		5	43650	 	587	$3,495.93	37.240000	-121.776670			D	0	0	5.000
	CA011670	CA011670	HWB23	06085512038	STATE ROUTE 101	State Highway Agency	60500012	12.700	2	65	32.000	37.000			1982		H053600000		N	43650	 	587	$1,578.03	37.238330	-121.771670			D	0	0	5.000
	CA011672	CA011672	HWB23	06085512038	STATE ROUTE 101	State Highway Agency	60500012	18.500	2	65	32.000	37.000			1982		H049800000		N	43650	 	587	$2,298.70	37.238330	-121.771670			D	0	0	5.000
	CA011674	CA011674	HWB23	06085512001	SB STATE ROUTE 82	State Highway Agency	60500014	12.000	2	107	55.000	46.000			1982		H050800000		N	15250	 	387	$2,454.49	37.258330	-121.795000			D	0	0	5.000
	CA011676	CA011676	HWB23	06085512001	NB STATE ROUTE 82	State Highway Agency	60500014	12.700	2	107	55.000	46.000			1982		H056800000		N	15250	 	387	$2,597.67	37.258330	-121.795000			D	0	0	5.000
	CA011678	CA011678	HWB23	06085513500	US 101 SB	State Highway Agency	60500012	12.700	3	125	48.000	34.000			1980		N000000000		6	41850	 	387	$3,034.67	37.168330	-121.666670			D	0	0	5.000
	CA011679	CA011679	HWB23	06085513500	US 101 NB	State Highway Agency	60500012	12.700	3	125	48.000	34.000			1980		N000000000		6	41850	 	487	$3,034.67	37.168330	-121.666670			D	0	0	5.000
	CA011690	CA011690	HWB10	06085503602	N&S101-N280&N680	State Highway Agency	20500012	12.800	65	2635	48.000	99.000			1974		H051600000		N	40000	 	777	$64,474.44	37.340000	-121.851670			D	0	0	5.000
	CA011700	CA011700	HWB10	06085503602	S680-S101 CONNECTR	State Highway Agency	20500011	12.800	53	1992	52.000	99.000			1974		H053600000		N	36000	 	577	$48,741.21	37.340000	-121.851670			D	0	0	5.000
	CA011701	CA011701	HWB3	06085503602	INTERSTATE 680	State Highway Agency	10500011	56.700	1	28	27.000	0.000			1974		H060200000		N	179000	 	777	$3,034.86	37.341670	-121.848330			D	0	0	5.000
	CA011703	CA011703	HWB3	06085503602	N680-KING RD OFF	State Highway Agency	10500011	7.900	1	26	25.000	99.000			1974		H051800000		N	4450	 	777	$392.64	37.341670	-121.848330			D	0	0	5.000
	CA011705	CA011705	HWB10	06085504507	STATE ROUTE 237 WB	State Highway Agency	20500014	11.600	7	172	28.000	99.000			1969		H048200000		N	38650	 	377	$3,814.02	37.431670	-121.906670			D	0	0	5.000
	CA011707	CA011707	HWB10	06085504507	STATE ROUTE 237 EB	State Highway Agency	20500014	10.800	7	174	28.000	99.000			1969		H046200000		N	38650	 	377	$3,592.28	37.431670	-121.906670			D	0	0	5.000
	CA011709	CA011709	HWB4	06085503115	SB STATE ROUTE 87	State Highway Agency	50500012	20.600	1	27	25.000	8.000			1993		H069800000		N	43500	 	786	$1,063.23	37.290000	-121.870000			D	0	0	5.000
	CA011711	CA011711	HWB4	06085503115	NB STATE ROUTE 87	State Highway Agency	50500012	17.300	1	27	26.000	8.000			1993		H050000000		N	43500	 	786	$892.91	37.290000	-121.870000			D	0	0	5.000
	CA011713	CA011713	HWB23	06085503108	SB STATE ROUTE 87	State Highway Agency	60500012	21.900	2	72	38.000	40.000			1993		H055100000		N	43500	 	787	$3,014.21	37.293330	-121.873330			D	0	0	5.000
	CA011715	CA011715	HWB23	06085503108	NB STATE ROUTE 87	State Highway Agency	60500012	17.300	2	72	38.000	40.000			1993		H048800000		N	43500	 	787	$2,381.09	37.293330	-121.873330			D	0	0	5.000
	CA011717	CA011717	HWB23	06085503121	SB STATE ROUTE 87	State Highway Agency	60500012	17.300	3	70	26.000	99.000			1991		H049000000		N	52400	 	787	$2,314.95	37.305000	-121.876670			D	0	0	5.000
	CA011719	CA011719	HWB23	06085503121	NB STATE ROUTE 87	State Highway Agency	60500012	24.200	3	73	29.000	99.000			1991		H053100000		N	52400	 	687	$3,377.03	37.305000	-121.876670			D	0	0	5.000
	CA011721	CA011721	HWB4	06085503121	SB STATE ROUTE 87	State Highway Agency	50500012	17.300	1	42	38.000	99.000			1990		H049500000		N	52400	 	787	$1,388.97	37.310000	-121.881670			D	0	0	5.000
	CA011723	CA011723	HWB4	06085503121	NB STATE ROUTE 87	State Highway Agency	50500012	20.100	1	42	40.000	99.000			1990		H064000000		N	52400	 	687	$1,613.77	37.310000	-121.881670			D	0	0	5.000
	CA011725	CA011725	HWB22	06085504307	BERRYESSA RD EB	State Highway Agency	60500001	15.500	2	90	44.000	12.000			1974		H051600000		N	0	 	687	$2,666.68	37.385000	-121.861670			D	0	0	5.000
	CA011727	CA011727	HWB22	06085504307	BERRYESSA RD WB	State Highway Agency	60500014	15.500	2	90	44.000	12.000			1974		H053100000		N	0	 	687	$2,666.68	37.385000	-121.861670			D	0	0	5.000
	CA011729	CA011729	HWB22	06085504416	LANDESS AVE EB	State Highway Agency	60500014	16.200	2	97	48.000	8.000			1974		H051600000		N	22241	 	787	$3,003.89	37.415000	-121.880000			D	0	0	5.000
	CA011731	CA011731	HWB22	06085504416	LANDESS AVE WB	State Highway Agency	60500014	16.200	2	97	48.000	8.000			1974		H054100000		N	17880	 	787	$3,003.89	37.415000	-121.880000			D	0	0	5.000
	CA011733	CA011733	HWB22	06085504318	MONTAGUE EXPWY	State Highway Agency	60500012	40.800	2	113	56.000	37.000			1974		H050300000		N	75400	 	687	$8,813.24	37.401670	-121.908330			D	0	0	5.000
	CA011737	CA011737	HWB10	06085504504	STATE ROUTE 237	State Highway Agency	20500014	11.600	5	120	25.000	16.000			1969		R072900000		N	38650	 	377	$2,660.95	37.431670	-121.901670			D	0	0	5.000
	CA011738	CA011738	HWB10	06085504504	STATE ROUTE 237	State Highway Agency	20500014	10.700	5	120	25.000	16.000			1969		R070600000		N	38650	 	377	$2,454.49	37.431670	-121.901670			D	0	0	5.000
	CA011740	CA011740	HWB23	06085507807	MCCLELLAN OC	State Highway Agency	60500014	17.700	2	68	35.000	21.000			1991		H052000000		N	8000	 	787	$2,300.80	37.315000	-122.045000			D	0	0	5.000
	CA011742	CA011742	HWB23	06085507808	STELLING ROAD OC	State Highway Agency	60500014	20.700	2	96	47.000	47.000			1991		H052300000		N	8000	 	787	$3,798.73	37.308330	-122.040000			D	0	0	5.000
	CA011744	CA011744	HWB23	06085505202	BOWERS AVENUE	State Highway Agency	60500014	39.000	2	79	39.000	2.000			1975		H053300000		N	18000	 	787	$5,889.64	37.385000	-121.976670			D	0	0	5.000
	CA011746	CA011746	HWB23	06085505007	LAFAYETTE ST (SB)	State Highway Agency	60500014	10.800	2	68	34.000	99.000			1975		H052800000		N	6000	 	787	$1,403.88	37.378330	-121.950000			D	0	0	5.000
	CA011751	CA011751	HWB10	06085501700	N&S87-S280 CONNCTR	State Highway Agency	20500012	12.500	14	364	31.000	99.000			1972		H050300000		6	0	 	777	$8,697.78	37.323330	-121.891670			D	0	0	5.000
	CA011752	CA011752	HWB23	06085508102	TANTAU AVENUE	State Highway Agency	60500016	20.800	2	73	37.000	13.000			1976		H054600000		N	0	 	787	$2,902.57	37.326670	-122.005000			D	0	0	5.000
	CA011756	CA011756	HWB11	06085512602	STATE ROUTE 152	State Highway Agency	20100014	13.300	7	91	14.000	27.000			1985		N000000000		8	20800	 	777	$2,313.61	37.003330	-121.535000			D	0	0	5.000
	CA011759	CA011759	HWB23	06085505100	SR 87 SB	State Highway Agency	60500012	12.000	11	522	57.000	99.000			1992		H050500000		N	33450	 	787	$11,974.26	37.371670	-121.926670			D	0	0	5.000
	CA011760	CA011760	HWB23	06085505100	SR 87 NB	State Highway Agency	60500012	12.000	7	288	43.000	99.000			1992		H076200000		N	0	 	787	$6,606.49	37.371670	-121.918330			D	0	0	5.000
	CA011762	CA011762	HWB4	06085513500	US 101 SB	State Highway Agency	50500012	16.000	1	23	23.000	0.000			1982		H047800000		N	43650	 	787	$703.47	37.198330	-121.698330			D	0	0	5.000
	CA011763	CA011763	HWB4	06085513500	US 101 NB	State Highway Agency	50500012	16.000	1	26	26.000	0.000			1982		H055600000		N	43650	 	787	$795.23	37.198330	-121.698330			D	0	0	5.000
	CA011764	CA011764	HWB28	06085508102	INTERSTATE 280	State Highway Agency	11900011	53.800	2	8	4.000	9.000			1965		N000000000		8	181300	 	NNN	$822.75	37.326670	-122.006670			D	0	0	5.000
	CA011765	CA011765	HWB28	06085500800	STATE ROUTE 82	State Highway Agency	20400014	29.100	4	33	15.000	24.000					N000000000		6	26800	 	457	$1,835.71	37.328330	-121.893330			D	0	0	5.000
	CA011767	CA011767	HWB4	06085503334	STATE ROUTE 101 SB	State Highway Agency	50500012	21.300	1	48	48.000	27.000			1989		H046000000		N	59350	 	787	$1,954.42	37.293330	-121.808330			D	0	0	5.000
	CA011769	CA011769	HWB4	06085503334	STATE ROUTE 101 NB	State Highway Agency	50500012	21.300	1	48	48.000	27.000			1989		H048300000		N	59350	 	787	$1,954.42	37.293330	-121.808330			D	0	0	5.000
	CA011771	CA011771	HWB4	06085503334	N101-YERBA BUENA R	State Highway Agency	50500012	8.400	1	52	52.000	34.000			1989		H047500000		N	4000	 	787	$834.99	37.293330	-121.808330			D	0	0	5.000
	CA011777	CA011777	HWB23	06085500800	N&S280-N87 & N87-S	State Highway Agency	60500011	16.600	10	545	57.000	99.000			1988		H046700000		8	14500	 	686	$17,294.25	37.328330	-121.893330			D	0	0	5.000
	CA011778	CA011778	HWB23	06085512026	BLOSSOM HILL ROAD	State Highway Agency	60500014	38.100	2	120	61.000	53.000			1990		H051600000		N	15000	 	687	$8,739.84	37.250000	-121.835000			D	0	0	5.000
	CA011780	CA011780	HWB4	06085512027	STATE ROUTE 85	State Highway Agency	50500012	24.800	1	38	38.000	41.000			1990		N000000000		8	42550	 	687	$1,801.49	37.253330	-121.843330			D	0	0	5.000
	CA011781	CA011781	HWB4	06085512027	STATE ROUTE 85	State Highway Agency	50500012	24.800	1	38	38.000	41.000			1990		N000000000		8	42550	 	786	$1,801.49	37.253330	-121.843330			D	0	0	5.000
	CA011784	CA011784	HWB23	06085512027	S87-S85 CONNECTOR	State Highway Agency	60500012	12.700	13	680	60.000	39.000			1991		H050500000		N	15900	 	786	$16,508.58	37.255000	-121.856670			D	0	0	5.000
	CA011787	CA011787	HWB23	06085512025	N85-N87 CONNECTOR	State Highway Agency	60500012	12.700	7	272	43.000	99.000			1991		H055600000		N	18800	 	667	$6,603.43	37.256670	-121.856670			D	0	0	5.000
	CA011788	CA011788	HWB23	06085512025	RAMP/CONNECTOR 87	State Highway Agency	60500012	12.000	4	141	38.000	99.000			1991		H076200000		N	0	 	786	$3,234.43	37.256670	-121.858330			D	0	0	5.000
	CA011791	CA011791	HWB23	06085512025	ON-RAMP NB RTE 87	State Highway Agency	60500012	14.800	2	59	30.000	38.000			1991		H049500000		N	0	 	787	$1,669.21	37.256670	-121.856670			D	0	0	5.000
	CA011792	CA011792	HWB23	06085503116	SB STATE ROUTE 87	State Highway Agency	60500012	17.300	2	79	41.000	18.000			1993		H053300000		N	37500	 	687	$2,612.58	37.275000	-121.861670			D	0	0	5.000
	CA011794	CA011794	HWB23	06085503116	NB STATE ROUTE 87	State Highway Agency	60500012	17.300	2	79	41.000	18.000			1993		H055900000		N	37500	 	487	$2,612.58	37.275000	-121.861670			D	0	0	5.000
	CA011796	CA011796	HWB23	06085503116	NB87 - MAGNOLIA AV	State Highway Agency	60500012	8.400	2	73	36.000	13.000			1993		H055600000		N	0	 	487	$1,172.19	37.275000	-121.861670			D	0	0	5.000
	CA011798	CA011798	HWB4	06085503116	SB STATE ROUTE 87	State Highway Agency	50500012	21.000	1	30	29.000	3.000			1993		H048800000		N	43500	 	686	$1,204.31	37.280000	-121.863330			D	0	0	5.000
	CA011800	CA011800	HWB4	06085503116	NB STATE ROUTE 87	State Highway Agency	50500012	21.500	1	30	29.000	3.000			1993		H049200000		N	43500	 	786	$1,232.98	37.280000	-121.863330			D	0	0	5.000
	CA011802	CA011802	HWB4	06085503115	SB STATE ROUTE 87	State Highway Agency	50500012	17.300	1	35	34.000	21.000			1993		N000000000		8	43500	 	786	$1,157.47	37.281670	-121.865000			D	0	0	5.000
	CA011803	CA011803	HWB4	06085503115	NB STATE ROUTE 87	State Highway Agency	50500012	20.600	1	34	33.000	21.000			1993		N000000000		8	43500	 	786	$1,338.88	37.281670	-121.865000			D	0	0	5.000
	CA011804	CA011804	HWB4	06085503108	SB STATE ROUTE 87	State Highway Agency	50500012	22.900	1	36	34.000	21.000			1993		H050800000		N	43500	 	787	$1,575.92	37.290000	-121.871670			D	0	0	5.000
	CA011806	CA011806	HWB4	06085503108	NB STATE ROUTE 87	State Highway Agency	50500012	16.900	1	36	34.000	21.000			1993		H053100000		N	43500	 	786	$1,163.02	37.290000	-121.871670			D	0	0	5.000
	CA011808	CA011808	HWB23	06085503123	ALMADEN EXPRESSWAY	State Highway Agency	60500012	26.700	2	77	38.000	20.000			1990		H051800000		N	12000	 	687	$3,930.06	37.301670	-121.878330			D	0	0	5.000
	CA011810	CA011810	HWB23	06085503121	STATE ROUTE 87 SB	State Highway Agency	60500012	17.300	3	42	19.000	24.000			1990		R071600000		N	52400	 	686	$1,388.97	37.308330	-121.876670			D	0	0	5.000
	CA011811	CA011811	HWB23	06085503121	STATE ROUTE 87 NB	State Highway Agency	60500012	20.100	3	42	19.000	24.000			1990		R071100000		N	52400	 	367	$1,613.77	37.308330	-121.876670			D	0	0	5.000
	CA011812	CA011812	HWB23	06085503113	SB STATE ROUTE 87	State Highway Agency	60500012	17.300	3	58	24.000	43.000			1990		H054100000		N	52400	 	387	$1,918.10	37.313330	-121.883330			D	0	0	5.000
	CA011814	CA011814	HWB23	06085503113	NB STATE ROUTE 87	State Highway Agency	60500012	17.300	3	58	24.000	43.000			1990		H052100000		N	52400	 	687	$1,918.10	37.313330	-121.883330			D	0	0	5.000
	CA011816	CA011816	HWB23	06085503113	SB STATE ROUTE 87	State Highway Agency	60500012	21.000	4	130	36.000	0.000			1989		H049500000		N	52400	 	787	$5,218.67	37.315000	-121.886670			D	0	0	5.000
	CA011818	CA011818	HWB23	06085503113	NB STATE ROUTE 87	State Highway Agency	60500012	21.000	4	132	36.000	0.000			1989		H052800000		N	52400	 	787	$5,298.96	37.315000	-121.886670			D	0	0	5.000
	CA011820	CA011820	HWB23	06085504504	TASMAN DRIVE	State Highway Agency	60500016	20.000	3	82	31.000	2.000			1995		H068000000		N	5130	 	787	$3,135.02	37.416670	-121.913330			D	0	0	5.000
	CA011822	CA011822	HWB23	06085504504	TASMAN DRIVE	State Highway Agency	60500016	20.000	3	82	31.000	2.000			1995		H060800000		N	2550	 	787	$3,135.02	37.416670	-121.913330			D	0	0	5.000
	CA011824	CA011824	HWB23	06085500800	N87-SANTA CLARA ST	State Highway Agency	60500012	8.700	3	125	43.000	99.000			1988		R050300000		N	14500	 	687	$2,078.87	37.326670	-121.893330			D	0	0	5.000
	CA011826	CA011826	HWB23	06085513500	STATE ROUTE 152	State Highway Agency	60500002	12.700	2	48	24.000	25.000			1991		N000000000		8	11100	 	687	$1,165.31	37.018330	-121.340000			D	0	0	5.000
	CA011827	CA011827	HWB23	06085513500	STATE ROUTE 152	State Highway Agency	60500002	12.700	2	48	24.000	25.000			1991		N000000000		8	11100	 	787	$1,165.31	37.018330	-121.340000			D	0	0	5.000
	CA011828	CA011828	HWB11	06085513500	STATE ROUTE 152	State Highway Agency	20500002	12.700	3	55	24.000	50.000			1991		N000000000		8	11100	 	477	$1,335.25	37.025000	-121.331670			D	0	0	5.000
	CA011829	CA011829	HWB11	06085513500	STATE ROUTE 152	State Highway Agency	20500002	12.700	3	55	24.000	50.000			1991		N000000000		8	11100	 	477	$1,335.25	37.025000	-121.331670			D	0	0	5.000
	CA011830	CA011830	HWB4	06085503108	CURTNER AVE- SB 87	State Highway Agency	50500012	8.400	1	21	21.000	4.000			1991		N000000000		N	1000	 	787	$337.21	37.291670	-121.873330			D	0	0	5.000
	CA011831	CA011831	HWB4	06085503108	SB STATE ROUTE 87	State Highway Agency	50500012	18.700	1	27	26.000	0.000			1991		N000000000		N	43500	 	787	$965.17	37.291670	-121.873330			D	0	0	5.000
	CA011832	CA011832	HWB4	06085503113	SB STATE ROUTE 87	State Highway Agency	50500012	17.300	1	27	26.000	0.000			1990		N000000000		N	52400	 	787	$892.91	37.311670	-121.883330			D	0	0	5.000
	CA011834	CA011834	HWB23	06085512033	COTTLE ROAD	State Highway Agency	60500017	38.400	2	88	45.000	13.000			1991		H050800000		N	14000	 	687	$6,459.68	37.243330	-121.803330			D	0	0	5.000
	CA011836	CA011836	HWB23	06085512029	LEAN AVENUE	State Highway Agency	60500017	14.000	2	73	37.000	4.000			1990		R049800000		N	11000	 	687	$1,953.66	37.243330	-121.816670			D	0	0	5.000
	CA011838	CA011838	HWB4	06085512026	STATE ROUTE 85	State Highway Agency	50500012	20.700	1	41	41.000	18.000			1990		 000000000		N	42550	 	787	$1,622.37	37.255000	-121.845000			D	0	0	5.000
	CA011839	CA011839	HWB4	06085512026	STATE ROUTE 85	State Highway Agency	50500012	21.100	1	40	40.000	18.000			1990		 000000000		N	42550	 	787	$1,613.39	37.255000	-121.845000			D	0	0	5.000
	CA011840	CA011840	HWB23	06085512005	BRANHAM LANE	State Highway Agency	60500014	35.700	2	76	39.000	7.000			1990		R054100000		N	27590	 	687	$5,186.55	37.266670	-121.858330			D	0	0	5.000
	CA011842	CA011842	HWB23	06085512026	SNELL AVENUE	State Highway Agency	60500016	23.500	9	300	38.000	25.000			1990		H052100000		N	11000	 	687	$13,476.78	37.248330	-121.830000			D	0	0	5.000
	CA011844	CA011844	HWB4	06085513500	STATE ROUTE 152	State Highway Agency	50500002	12.800	1	33	33.000	13.000			1991		H051600000		N	10700	 	687	$807.46	37.000000	-121.381670			D	0	0	5.000
	CA011846	CA011846	HWB4	06085513500	STATE ROUTE 152	State Highway Agency	50500002	12.700	1	35	35.000	13.000			1991		H059700000		N	10700	 	787	$849.71	37.000000	-121.381670			D	0	0	5.000
	CA011848	CA011848	HWB23	06085504601	SB RENGSTORFF AVE	State Highway Agency	60200017	9.900	4	77	26.000	19.000			1990		H051300000		N	0	 	787	$1,457.21	37.421670	-122.091670			D	0	0	5.000
	CA011851	CA011851	HWB23	06085507805	STEVENS CREEK BLVD	State Highway Agency	60500014	36.900	2	74	38.000	10.000			1990		H052000000		N	14000	 	786	$5,219.82	37.323330	-122.050000			D	0	0	5.000
	CA011853	CA011853	HWB23	06085512027	STATE ROUTE 85 SB	State Highway Agency	60500012	21.300	10	496	70.000	10.000			1991		R069100000		8	42550	 	687	$20,195.67	37.255000	-121.863330			D	0	0	5.000
	CA011855	CA011855	HWB23	06085512027	STATE ROUTE 85 NB	State Highway Agency	60500012	21.300	10	494	70.000	10.000			1991		H069300000		8	42550	 	787	$20,114.24	37.255000	-121.863330			D	0	0	5.000
	CA011857	CA011857	HWB19	06085512602	STATE ROUTE 25	State Highway Agency	50200006	13.300	3	65	23.000	18.000			1989		H050800000		N	15900	 	787	$1,652.58	36.961670	-121.533330			D	0	0	5.000
	CA011859	CA011859	HWB23	06085504413	W237 AMERICAN PKWY	State Highway Agency	60500012	8.400	6	136	27.000	6.000			1994		H064000000		N	1234	 	787	$2,183.81	37.431670	-121.903330			D	0	0	5.000
	CA011861	CA011861	HWB23	06085504413	STATE ROUTE 237 WB	State Highway Agency	60500012	18.200	6	133	27.000	3.000			1994		H064000000		N	44750	 	787	$4,627.22	37.431670	-121.903330			D	0	0	5.000
	CA011863	CA011863	HWB23	06085504413	STATE ROUTE 237 EB	State Highway Agency	60500012	18.100	6	132	27.000	3.000			1994		H064000000		N	44750	 	787	$4,567.19	37.431670	-121.903330			D	0	0	5.000
